,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,date_time
32,2/2/2015 14:51,23.6,27.6,488.3333333,983.0,0.004976614,1,1.42288866e+18
33,2/2/2015 14:51,23.6,27.54,512.0,992.6,0.004965709,1,1.42288866e+18
34,2/2/2015 14:53,23.6,27.6,511.0,997.2,0.004976614,1,1.42288878e+18
35,2/2/2015 14:54,23.61666667,27.63333333,501.5,999.5,0.004987718,1,1.42288884e+18
36,2/2/2015 14:55,23.66666667,27.7,503.6666667,1001.0,0.005015051,1,1.4228889e+18
37,2/2/2015 14:55,23.6,27.7,483.1666667,1009.5,0.00499479,1,1.4228889e+18
38,2/2/2015 14:57,23.6,27.7225,483.5,1019.0,0.004998879,1,1.42288902e+18
39,2/2/2015 14:57,23.6,27.79,473.0,1021.0,0.005011149,1,1.42288902e+18
40,2/2/2015 14:58,23.6,27.85666667,470.3333333,1024.666667,0.005023268,1,1.42288908e+18
41,2/2/2015 15:00,23.6,27.80428571,480.1428571,1030.428571,0.005013746,1,1.4228892e+18
42,2/2/2015 15:01,23.575,27.79,464.0,1026.25,0.005003545,1,1.42288926e+18
43,2/2/2015 15:02,23.54,27.81,474.4,1028.0,0.004996538,1,1.42288932e+18
44,2/2/2015 15:03,23.6,27.978,470.0,1034.8,0.005045325,1,1.42288938e+18
45,2/2/2015 15:04,23.525,28.0,454.0,1055.5,0.005026367,1,1.42288944e+18
46,2/2/2015 15:04,23.5,27.978,454.0,1055.25,0.00501476,1,1.42288944e+18
47,2/2/2015 15:06,23.5,28.0,454.0,1050.0,0.005018735,1,1.42288956e+18
48,2/2/2015 15:07,23.5,28.0,454.0,1051.25,0.005018735,1,1.42288962e+18
49,2/2/2015 15:08,23.5,28.0,445.0,1053.6,0.005018735,1,1.42288968e+18
50,2/2/2015 15:08,23.5,28.0,439.0,1055.5,0.005018735,1,1.42288968e+18
51,2/2/2015 15:10,23.5,28.025,444.25,1055.0,0.005023252,1,1.4228898e+18
52,2/2/2015 15:10,23.445,28.125,454.75,1059.5,0.005024491,1,1.4228898e+18
53,2/2/2015 15:11,23.39,28.18,455.8,1060.0,0.005017582,1,1.42288986e+18
54,2/2/2015 15:13,23.39,28.2,451.6,1073.6,0.005021172,1,1.42288998e+18
55,2/2/2015 15:14,23.39,28.2,451.6,1078.6,0.005021172,1,1.42289004e+18
56,2/2/2015 15:15,23.39,28.2,454.75,1081.0,0.005021172,1,1.4228901e+18
57,2/2/2015 15:16,23.39,28.2225,454.75,1082.0,0.005025211,1,1.42289016e+18
58,2/2/2015 15:16,23.39,28.37333333,457.5,1088.833333,0.005052286,1,1.42289016e+18
59,2/2/2015 15:17,23.37,28.39,464.0,1090.6,0.00504913,1,1.42289022e+18
60,2/2/2015 15:19,23.39,28.32333333,464.0,1086.0,0.00504331,1,1.42289034e+18
61,2/2/2015 15:20,23.37333333,28.445,464.0,1092.5,0.005060017,1,1.4228904e+18
62,2/2/2015 15:21,23.39,28.5,471.5,1103.75,0.005075025,1,1.42289046e+18
63,2/2/2015 15:22,23.32333333,28.5,475.6666667,1104.5,0.005054476,1,1.42289052e+18
64,2/2/2015 15:23,23.365,28.5,471.5,1103.5,0.00506731,1,1.42289058e+18
65,2/2/2015 15:23,23.29,28.5,467.75,1112.0,0.005044229,1,1.42289058e+18
66,2/2/2015 15:24,23.30666667,28.53333333,466.5,1105.666667,0.005055304,1,1.42289064e+18
67,2/2/2015 15:26,23.29,28.7,464.0,1104.0,0.005079916,1,1.42289076e+18
68,2/2/2015 15:27,23.29,28.7,467.0,1117.2,0.005079916,1,1.42289082e+18
69,2/2/2015 15:28,23.29,28.675,467.75,1121.25,0.005075455,1,1.42289088e+18
70,2/2/2015 15:29,23.29,28.61666667,466.5,1115.666667,0.005065046,1,1.42289094e+18
71,2/2/2015 15:29,23.29,28.66,459.0,1120.0,0.005072779,1,1.42289094e+18
72,2/2/2015 15:30,23.29,28.55,464.0,1123.75,0.005053151,1,1.422891e+18
73,2/2/2015 15:32,23.29,28.6,470.0,1116.0,0.005062072,1,1.42289112e+18
74,2/2/2015 15:33,23.272,28.6,464.0,1126.8,0.005056527,1,1.42289118e+18
75,2/2/2015 15:34,23.2,28.4175,464.0,1112.75,0.005002016,1,1.42289124e+18
76,2/2/2015 15:35,23.23,28.5,449.0,1104.5,0.005025831,1,1.4228913e+18
77,2/2/2015 15:36,23.29,28.5,464.0,1108.0,0.005044229,1,1.42289136e+18
78,2/2/2015 15:36,23.215,28.63333333,462.3333333,1127.833333,0.005044923,1,1.42289136e+18
79,2/2/2015 15:38,23.2,28.6,469.0,1128.75,0.005034399,1,1.42289148e+18
80,2/2/2015 15:39,23.2,28.65,469.0,1124.25,0.005043272,1,1.42289154e+18
81,2/2/2015 15:40,23.2,28.62,469.0,1130.4,0.005037948,1,1.4228916e+18
82,2/2/2015 15:40,23.2,28.7,464.0,1138.0,0.005052145,1,1.4228916e+18
83,2/2/2015 15:42,23.2,28.7,456.5,1144.0,0.005052145,1,1.42289172e+18
84,2/2/2015 15:42,23.2,28.718,457.0,1140.0,0.005055339,1,1.42289172e+18
85,2/2/2015 15:43,23.2,28.79,450.25,1139.25,0.005068117,1,1.42289178e+18
86,2/2/2015 15:45,23.2,28.79,446.0,1167.333333,0.005068117,1,1.4228919e+18
87,2/2/2015 15:46,23.14,28.79,451.6,1159.6,0.005049618,1,1.42289196e+18
88,2/2/2015 15:47,23.15,28.89,454.75,1157.75,0.005070391,1,1.42289202e+18
89,2/2/2015 15:48,23.15,28.89,448.0,1159.5,0.005070391,1,1.42289208e+18
90,2/2/2015 15:49,23.18,28.83,444.0,1156.4,0.005069034,1,1.42289214e+18
91,2/2/2015 15:49,23.11666667,28.945,444.0,1160.0,0.005069809,1,1.42289214e+18
92,2/2/2015 15:51,23.14,28.956,444.0,1169.8,0.005078972,1,1.42289226e+18
93,2/2/2015 15:52,23.1,29.0,444.0,1176.166667,0.005074362,1,1.42289232e+18
94,2/2/2015 15:53,23.1,29.075,444.0,1175.25,0.005087593,1,1.42289238e+18
95,2/2/2015 15:53,23.1,28.918,444.0,1166.6,0.005059897,1,1.42289238e+18
96,2/2/2015 15:55,23.1,27.925,444.0,1140.25,0.004884784,1,1.4228925e+18
97,2/2/2015 15:55,23.06,27.772,444.0,1089.2,0.004845979,1,1.4228925e+18
98,2/2/2015 15:56,23.02,27.556,435.0,1042.6,0.004796284,1,1.42289256e+18
99,2/2/2015 15:58,23.01,27.81883333,432.0,1051.1,0.004839435,1,1.42289268e+18
100,2/2/2015 15:59,23.0,28.08166667,429.0,1059.6,0.004882538,1,1.42289274e+18
101,2/2/2015 16:00,23.0,27.956,429.0,1064.6,0.004860518,1,1.4228928e+18
102,2/2/2015 16:01,22.98166667,27.90833333,429.0,1061.666667,0.004846741,1,1.42289286e+18
103,2/2/2015 16:01,23.0,27.92666667,429.0,1058.333333,0.004855378,1,1.42289286e+18
104,2/2/2015 16:02,23.0,28.018,429.0,1061.6,0.004871382,1,1.42289292e+18
105,2/2/2015 16:04,22.98166667,28.06666667,429.0,1070.333333,0.004874454,1,1.42289304e+18
106,2/2/2015 16:05,22.945,28.1,429.0,1074.0,0.004869381,1,1.4228931e+18
107,2/2/2015 16:06,23.0,28.1,429.0,1086.25,0.004885751,1,1.42289316e+18
108,2/2/2015 16:07,22.956,28.2,429.0,1089.6,0.004890128,1,1.42289322e+18
109,2/2/2015 16:08,22.9725,28.1,429.0,1085.0,0.00487756,1,1.42289328e+18
110,2/2/2015 16:08,22.945,28.13333333,429.0,1085.0,0.004875203,1,1.42289328e+18
111,2/2/2015 16:09,23.0,28.2,429.0,1088.0,0.004903275,1,1.42289334e+18
112,2/2/2015 16:11,22.945,28.2,429.0,1091.75,0.004886846,1,1.42289346e+18
113,2/2/2015 16:12,23.0,28.13333333,429.0,1091.333333,0.004891592,1,1.42289352e+18
114,2/2/2015 16:13,22.912,28.1,429.0,1088.2,0.004859583,1,1.42289358e+18
115,2/2/2015 16:14,22.89,28.1,429.0,1087.5,0.00485306,1,1.42289364e+18
116,2/2/2015 16:14,22.89,27.956,432.0,1079.2,0.004827998,1,1.42289364e+18
117,2/2/2015 16:15,22.865,27.84,432.75,1077.25,0.004800476,1,1.4228937e+18
118,2/2/2015 16:17,22.87333333,27.68333333,439.0,1064.166667,0.004775684,1,1.42289382e+18
119,2/2/2015 16:18,22.87333333,27.6,429.0,1056.4,0.004761198,1,1.42289388e+18
120,2/2/2015 16:19,22.89,27.6,432.75,1043.6,0.004766045,1,1.42289394e+18
121,2/2/2015 16:20,22.815,27.445,432.75,1039.5,0.004717422,1,1.422894e+18
122,2/2/2015 16:21,22.84,27.37333333,436.5,1028.666667,0.0047122,1,1.42289406e+18
123,2/2/2015 16:21,22.79,27.365,438.0,1020.4,0.00469639,1,1.42289406e+18
124,2/2/2015 16:23,22.79,27.2,444.0,1018.0,0.004667861,1,1.42289418e+18
125,2/2/2015 16:24,22.79,27.17142857,435.4285714,1015.142857,0.004662921,1,1.42289424e+18
126,2/2/2015 16:25,22.79,27.06666667,434.0,1006.333333,0.004644808,1,1.4228943e+18
127,2/2/2015 16:25,22.79,27.02,432.0,1002.6,0.00463674,1,1.4228943e+18
128,2/2/2015 16:27,22.772,26.934,438.0,993.2,0.004616793,1,1.42289442e+18
129,2/2/2015 16:27,22.76,26.82333333,439.0,983.3333333,0.004594315,1,1.42289442e+18
130,2/2/2015 16:28,22.7,26.754,432.0,976.2,0.004565583,1,1.42289448e+18
131,2/2/2015 16:30,22.7225,26.7,432.75,980.75,0.004562569,1,1.4228946e+18
132,2/2/2015 16:31,22.7,26.68333333,434.0,971.3333333,0.004553435,1,1.42289466e+18
133,2/2/2015 16:32,22.7,26.53333333,444.0,966.6666667,0.004527652,1,1.42289472e+18
134,2/2/2015 16:33,22.7,26.46333333,444.0,963.0,0.00451562,1,1.42289478e+18
135,2/2/2015 16:34,22.7,26.445,441.5,952.3333333,0.004512469,1,1.42289484e+18
136,2/2/2015 16:34,22.7,26.34,444.0,948.0,0.004494423,1,1.42289484e+18
137,2/2/2015 16:36,22.7,26.26,444.0,945.0,0.004480674,1,1.42289496e+18
138,2/2/2015 16:37,22.7,26.2,441.0,941.6,0.004470363,1,1.42289502e+18
139,2/2/2015 16:38,22.7,26.16,438.0,929.8,0.004463489,1,1.42289508e+18
140,2/2/2015 16:38,22.7,26.02,441.0,923.8,0.004439431,1,1.42289508e+18
141,2/2/2015 16:40,22.7,26.1,440.25,919.0,0.004453178,1,1.4228952e+18
142,2/2/2015 16:40,22.7,26.0,439.0,918.25,0.004435995,1,1.4228952e+18
143,2/2/2015 16:41,22.7,25.934,438.0,919.4,0.004424654,1,1.42289526e+18
144,2/2/2015 16:43,22.7,25.92666667,439.0,927.3333333,0.004423394,1,1.42289538e+18
145,2/2/2015 16:44,22.7,25.815,432.75,920.25,0.004404207,1,1.42289544e+18
146,2/2/2015 16:45,22.68,25.772,432.0,902.4,0.004391449,1,1.4228955e+18
147,2/2/2015 16:46,22.64,25.696,429.0,904.4,0.004367718,1,1.42289556e+18
148,2/2/2015 16:46,22.6,25.575,429.0,897.0,0.00433639,1,1.42289556e+18
149,2/2/2015 16:47,22.66666667,25.6,429.0,892.0,0.004358383,1,1.42289562e+18
150,2/2/2015 16:49,22.6,25.525,433.5,882.5,0.004327853,1,1.42289574e+18
151,2/2/2015 16:50,22.62,25.476,436.2,887.2,0.004324772,1,1.4228958e+18
152,2/2/2015 16:51,22.625,25.55,442.5,889.25,0.004338748,1,1.42289586e+18
153,2/2/2015 16:52,22.6,25.39,443.4,889.2,0.004304805,1,1.42289592e+18
154,2/2/2015 16:53,22.65,25.42,438.0,880.75,0.00432312,1,1.42289598e+18
155,2/2/2015 16:53,22.6,25.2675,442.5,868.75,0.004283893,1,1.42289598e+18
156,2/2/2015 16:54,22.6,25.218,439.8,861.0,0.004275443,1,1.42289604e+18
157,2/2/2015 16:56,22.6,25.2,439.8,860.6,0.00427237,1,1.42289616e+18
158,2/2/2015 16:57,22.6,25.2,435.5,864.0,0.00427237,1,1.42289622e+18
159,2/2/2015 16:58,22.6,25.15,430.75,859.0,0.004263835,1,1.42289628e+18
160,2/2/2015 16:59,22.6,25.14,440.6,854.4,0.004262128,1,1.42289634e+18
161,2/2/2015 16:59,22.6,25.15,428.2,847.4,0.004263835,1,1.42289634e+18
162,2/2/2015 17:00,22.6,25.04,432.2,837.2,0.004245059,1,1.4228964e+18
163,2/2/2015 17:02,22.6,25.05,431.75,834.75,0.004246766,1,1.42289652e+18
164,2/2/2015 17:03,22.6,25.06,429.2,832.4,0.004248472,1,1.42289658e+18
165,2/2/2015 17:04,22.6,25.0,433.0,832.0,0.004238231,1,1.42289664e+18
166,2/2/2015 17:05,22.6,25.0,433.0,836.25,0.004238231,1,1.4228967e+18
167,2/2/2015 17:06,22.6,25.0,428.2,832.6,0.004238231,1,1.42289676e+18
168,2/2/2015 17:06,22.6,25.025,428.25,821.5,0.004242498,1,1.42289676e+18
169,2/2/2015 17:08,22.6,25.1,425.4,832.4,0.0042553,1,1.42289688e+18
170,2/2/2015 17:09,22.6,25.08,429.2,832.4,0.004251886,1,1.42289694e+18
171,2/2/2015 17:10,22.56,25.02,433.0,830.75,0.004231284,1,1.422897e+18
172,2/2/2015 17:10,22.58,25.08,433.0,821.5,0.00424669,1,1.422897e+18
173,2/2/2015 17:12,22.575,25.075,433.0,818.25,0.00424454,1,1.42289712e+18
174,2/2/2015 17:12,22.56,24.912,433.0,819.8,0.004212896,1,1.42289712e+18
175,2/2/2015 17:13,22.55,25.2,433.0,822.5,0.004259328,1,1.42289718e+18
176,2/2/2015 17:15,22.6,24.9175,433.0,818.0,0.00422415,1,1.4228973e+18
177,2/2/2015 17:16,22.58,25.06,433.0,812.8,0.004243281,1,1.42289736e+18
178,2/2/2015 17:17,22.56666667,24.90833333,433.0,816.5,0.004213989,1,1.42289742e+18
179,2/2/2015 17:18,22.525,24.945,433.0,822.25,0.004209495,1,1.42289748e+18
180,2/2/2015 17:19,22.54,24.89,433.0,825.0,0.004204006,1,1.42289754e+18
181,2/2/2015 17:19,22.5,24.865,433.0,816.5,0.004189492,1,1.42289754e+18
182,2/2/2015 17:21,22.5,24.9175,433.0,811.5,0.004198397,1,1.42289766e+18
183,2/2/2015 17:22,22.5,24.91166667,433.0,811.0,0.004197408,1,1.42289772e+18
184,2/2/2015 17:23,22.56,24.81,433.0,812.2,0.00419553,1,1.42289778e+18
185,2/2/2015 17:23,22.525,24.89,426.0,814.25,0.004200151,1,1.42289778e+18
186,2/2/2015 17:25,22.52,24.976,430.2,824.0,0.004213473,1,1.4228979e+18
187,2/2/2015 17:25,22.575,25.075,433.0,834.5,0.00424454,1,1.4228979e+18
188,2/2/2015 17:26,22.6,25.0,433.0,837.0,0.004238231,1,1.42289796e+18
189,2/2/2015 17:28,22.6,25.02142857,433.0,841.1666667,0.004241889,1,1.42289808e+18
190,2/2/2015 17:29,22.6,25.04285714,433.0,845.3333333,0.004245546,1,1.42289814e+18
191,2/2/2015 17:30,22.6,25.1,433.0,854.75,0.0042553,1,1.4228982e+18
192,2/2/2015 17:31,22.6,25.1,428.3333333,850.3333333,0.0042553,1,1.42289826e+18
193,2/2/2015 17:31,22.6,25.08,424.6,845.4,0.004251886,1,1.42289826e+18
194,2/2/2015 17:32,22.6,25.16666667,433.0,854.3333333,0.00426668,1,1.42289832e+18
195,2/2/2015 17:34,22.6,25.06666667,428.3333333,849.3333333,0.00424961,0,1.42289844e+18
196,2/2/2015 17:35,22.6,25.2,422.5,853.0,0.00427237,0,1.4228985e+18
197,2/2/2015 17:36,22.6,25.2,423.6666667,853.0,0.00427237,0,1.42289856e+18
198,2/2/2015 17:37,22.54,25.16,424.6,852.0,0.004249921,0,1.42289862e+18
199,2/2/2015 17:38,22.54,25.16,427.4,853.6,0.004249921,0,1.42289868e+18
200,2/2/2015 17:38,22.54,25.14,421.8,845.6,0.00424652,0,1.42289868e+18
201,2/2/2015 17:39,22.525,25.1,426.0,834.25,0.004235829,0,1.42289874e+18
202,2/2/2015 17:41,22.5,25.04,421.8,826.4,0.004219178,0,1.42289886e+18
203,2/2/2015 17:42,22.5,25.0,419.0,819.6,0.004212392,0,1.42289892e+18
204,2/2/2015 17:43,22.5,25.0,419.0,829.6,0.004212392,0,1.42289898e+18
205,2/2/2015 17:44,22.5,25.0,419.0,824.0,0.004212392,0,1.42289904e+18
206,2/2/2015 17:44,22.5,24.912,419.0,814.2,0.004197464,0,1.42289904e+18
207,2/2/2015 17:45,22.5,24.89,419.0,813.5,0.004193733,0,1.4228991e+18
208,2/2/2015 17:47,22.5,24.89,419.0,813.8,0.004193733,0,1.42289922e+18
209,2/2/2015 17:48,22.5,24.89,419.0,811.0,0.004193733,0,1.42289928e+18
210,2/2/2015 17:49,22.478,24.87,419.0,804.6,0.004184704,0,1.42289934e+18
211,2/2/2015 17:50,22.456,24.83,419.0,807.8,0.004172308,0,1.4228994e+18
212,2/2/2015 17:51,22.5,24.85666667,419.0,802.3333333,0.004188079,0,1.42289946e+18
213,2/2/2015 17:51,22.4175,24.7475,419.0,796.75,0.004148566,0,1.42289946e+18
214,2/2/2015 17:53,22.456,24.81,419.0,794.4,0.004168925,0,1.42289958e+18
215,2/2/2015 17:54,22.39,24.7,419.0,790.6,0.004133586,0,1.42289964e+18
216,2/2/2015 17:55,22.4175,24.7225,419.0,789.75,0.004144348,0,1.4228997e+18
217,2/2/2015 17:55,22.39,24.7,419.0,782.2,0.004133586,0,1.4228997e+18
218,2/2/2015 17:57,22.39,24.7225,419.0,772.25,0.004137377,1,1.42289982e+18
219,2/2/2015 17:57,22.39,24.71708333,419.0,772.925,0.004136464,1,1.42289982e+18
220,2/2/2015 17:58,22.39,24.71166667,419.0,773.6,0.004135552,1,1.42289988e+18
221,2/2/2015 18:00,22.39,24.625,419.0,773.75,0.004120952,1,1.4229e+18
222,2/2/2015 18:01,22.39,24.754,416.2,771.8,0.004142684,1,1.42290006e+18
223,2/2/2015 18:02,22.39,24.912,418.6,782.8,0.004169303,1,1.42290012e+18
224,2/2/2015 18:03,22.39,25.245,415.0,796.5,0.004225413,1,1.42290018e+18
225,2/2/2015 18:04,22.39,25.0925,310.25,809.0,0.004199716,1,1.42290024e+18
226,2/2/2015 18:04,22.39,25.0,0.0,805.5,0.00418413,0,1.42290024e+18
227,2/2/2015 18:06,22.35,24.978,0.0,791.4,0.004170196,0,1.42290036e+18
228,2/2/2015 18:07,22.32333333,25.0,0.0,779.3333333,0.004167082,0,1.42290042e+18
229,2/2/2015 18:08,22.365,24.9725,0.0,780.75,0.004173103,0,1.42290048e+18
230,2/2/2015 18:08,22.315,24.89,0.0,781.75,0.004146508,0,1.42290048e+18
231,2/2/2015 18:10,22.29,24.9175,0.0,781.0,0.004144767,0,1.4229006e+18
232,2/2/2015 18:10,22.29,24.912,0.0,778.4,0.004143846,0,1.4229006e+18
233,2/2/2015 18:11,22.26,24.85666667,0.0,769.3333333,0.004126988,0,1.42290066e+18
234,2/2/2015 18:13,22.254,24.85,0.0,766.5,0.004124357,0,1.42290078e+18
235,2/2/2015 18:14,22.23,24.79333333,0.0,763.25,0.004108841,0,1.42290084e+18
236,2/2/2015 18:15,22.26,24.82333333,0.0,762.3333333,0.004121417,0,1.4229009e+18
237,2/2/2015 18:16,22.2,24.79,0.0,761.5,0.004100737,0,1.42290096e+18
238,2/2/2015 18:16,22.2,24.79,0.0,761.0,0.004100737,0,1.42290096e+18
239,2/2/2015 18:17,22.2,24.736,0.0,757.0,0.004091746,0,1.42290102e+18
240,2/2/2015 18:19,22.2,24.79,0.0,752.3333333,0.004100737,0,1.42290114e+18
241,2/2/2015 18:20,22.13333333,24.7,0.0,748.6666667,0.004069084,0,1.4229012e+18
242,2/2/2015 18:21,22.1,24.7,0.0,746.25,0.004060772,0,1.42290126e+18
243,2/2/2015 18:22,22.15,24.7225,0.0,745.25,0.00407698,0,1.42290132e+18
244,2/2/2015 18:23,22.1,24.7,0.0,740.6666667,0.004060772,0,1.42290138e+18
245,2/2/2015 18:23,22.1,24.7,0.0,738.0,0.004060772,0,1.42290138e+18
246,2/2/2015 18:24,22.13333333,24.7,0.0,732.6666667,0.004069084,0,1.42290144e+18
247,2/2/2015 18:26,22.1,24.7,0.0,727.0,0.004060772,0,1.42290156e+18
248,2/2/2015 18:27,22.1,24.675,0.0,716.0,0.004056635,0,1.42290162e+18
249,2/2/2015 18:28,22.06666667,24.66666667,0.0,723.25,0.004046971,0,1.42290168e+18
250,2/2/2015 18:29,22.06666667,24.66666667,0.0,718.3333333,0.004046971,0,1.42290174e+18
251,2/2/2015 18:29,22.0,24.58,0.0,716.6,0.004016193,0,1.42290174e+18
252,2/2/2015 18:30,21.978,24.6,0.0,714.0,0.004014056,0,1.4229018e+18
253,2/2/2015 18:32,21.978,24.56,0.0,714.2,0.004007487,0,1.42290192e+18
254,2/2/2015 18:33,21.945,24.6,0.0,715.0,0.00400593,0,1.42290198e+18
255,2/2/2015 18:34,21.92666667,24.5,0.0,706.6666667,0.003985052,0,1.42290204e+18
256,2/2/2015 18:35,21.89,24.5,0.0,706.0,0.003976085,0,1.4229021e+18
257,2/2/2015 18:36,21.89,24.525,0.0,698.75,0.003980169,0,1.42290216e+18
258,2/2/2015 18:36,21.89,24.5,0.0,692.5,0.003976085,0,1.42290216e+18
259,2/2/2015 18:38,21.89,24.5,0.0,694.75,0.003976085,0,1.42290228e+18
260,2/2/2015 18:39,21.815,24.4175,0.0,697.25,0.003944389,0,1.42290234e+18
261,2/2/2015 18:40,21.82333333,24.46333333,0.0,692.0,0.003953865,0,1.4229024e+18
262,2/2/2015 18:40,21.79,24.39,0.0,691.0,0.003933868,0,1.4229024e+18
263,2/2/2015 18:42,21.79,24.39,0.0,689.75,0.003933868,0,1.42290252e+18
264,2/2/2015 18:42,21.79,24.39,0.0,689.0,0.003933868,0,1.42290252e+18
265,2/2/2015 18:43,21.7675,24.39,0.0,687.0,0.00392843,0,1.42290258e+18
266,2/2/2015 18:45,21.7675,24.365,0.0,679.75,0.003924377,0,1.4229027e+18
267,2/2/2015 18:46,21.754,24.35,0.0,668.4,0.003918692,0,1.42290276e+18
268,2/2/2015 18:47,21.7,24.29,0.0,665.6666667,0.003896013,0,1.42290282e+18
269,2/2/2015 18:48,21.7,24.29,0.0,664.75,0.003896013,0,1.42290288e+18
270,2/2/2015 18:49,21.7,24.29,0.0,668.0,0.003896013,0,1.42290294e+18
271,2/2/2015 18:49,21.7,24.29,0.0,661.25,0.003896013,0,1.42290294e+18
272,2/2/2015 18:51,21.64,24.236,0.0,658.2,0.003872972,0,1.42290306e+18
273,2/2/2015 18:52,21.6,24.2,0.0,656.0,0.003857673,0,1.42290312e+18
274,2/2/2015 18:53,21.6,24.2,0.0,654.8,0.003857673,0,1.42290318e+18
275,2/2/2015 18:53,21.6,24.2225,0.0,653.75,0.003861282,0,1.42290318e+18
276,2/2/2015 18:55,21.5,24.26,0.0,650.3333333,0.003843552,0,1.4229033e+18
277,2/2/2015 18:55,21.5,24.2,0.0,650.75,0.003833988,0,1.4229033e+18
278,2/2/2015 18:56,21.55,24.2,0.0,648.25,0.003845814,0,1.42290336e+18
279,2/2/2015 18:58,21.5,24.2,0.0,640.3333333,0.003833988,0,1.42290348e+18
280,2/2/2015 18:59,21.5,24.2,0.0,638.0,0.003833988,0,1.42290354e+18
281,2/2/2015 19:00,21.5,24.2,0.0,636.25,0.003833988,0,1.4229036e+18
282,2/2/2015 19:01,21.5,24.2,0.0,636.3333333,0.003833988,0,1.42290366e+18
283,2/2/2015 19:01,21.5,24.15,0.0,635.75,0.003826018,0,1.42290366e+18
284,2/2/2015 19:02,21.5,24.175,0.0,635.5,0.003830003,0,1.42290372e+18
285,2/2/2015 19:04,21.5,24.125,0.0,627.5,0.003822033,0,1.42290384e+18
286,2/2/2015 19:05,21.5,24.15,0.0,626.25,0.003826018,0,1.4229039e+18
287,2/2/2015 19:06,21.5,24.125,0.0,621.5,0.003822033,0,1.42290396e+18
288,2/2/2015 19:07,21.5,24.1,0.0,621.75,0.003818048,0,1.42290402e+18
289,2/2/2015 19:08,21.5,24.1,0.0,620.6666667,0.003818048,0,1.42290408e+18
290,2/2/2015 19:08,21.5,24.1,0.0,617.0,0.003818048,0,1.42290408e+18
291,2/2/2015 19:09,21.5,24.1,0.0,612.75,0.003818048,0,1.42290414e+18
292,2/2/2015 19:11,21.4725,24.075,0.0,614.5,0.003807606,0,1.42290426e+18
293,2/2/2015 19:12,21.39,24.0,0.0,617.3333333,0.003776419,0,1.42290432e+18
294,2/2/2015 19:13,21.42666667,23.92666667,0.0,614.25,0.00377333,0,1.42290438e+18
